																																																																			
2024-01-02	12:10:46	RECEIVED	[10]	:	80	7E	4B	DC	01	03	A0	2B	00	04																																																					
2024-01-02	12:40:47	RECEIVED	[63]	:	7E	80	4B	10	81	03	38	01	63	00	E0	00	D9	04	F6	04	F6	00	D9	00	00	00	00	00	00	00	00	22	00	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	C6	04	F6	04	F6	00	F4	00	C6	00	C6	00	C3	00	00	00	00	05	0A
2024-01-02	12:40:57	RECEIVED	[10]	:	80	7E	4B	14	01	03	7A	34	00	1C																																																					
2024-01-02	hh:mm:ss	RECEIVED	[63]	:	7E	80	4B	14	81	03	38	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF
2024-01-02	12:43:45	RECEIVED	[10]	:	80	7E	4B	18	01	03	79	FC	00	1C																																																					
2024-01-02	12:43:45	RECEIVED	[63]	:	7E	80	4B	18	81	03	38	01	68	00	E0	00	D9	04	F6	04	F6	00	D3	00	00	00	00	00	00	00	00	22	00	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	05	F4	65	94
2024-01-02	12:46:10	RECEIVED	[49]	:	08	80	3D	7C	81	17	2A	05	0A	00	00	24	01	02	12	50	12	28	02	00	C5	00	C3	00	25	00	F8	00	F4	04	F6	00	00	00	00	00	00	00	00	04	F6	00	00	00	00	00	00	00	00														
2024-01-02	12:50:45	RECEIVED	[10]	:	80	7E	4B	1C	01	03	A0	2B	00	04																																																					
2024-01-02	12:50:45	RECEIVED	[15]	:	7E	80	4B	1C	81	03	08	24	01	02	12	54	48	28	02																																																
2024-01-02	12:50:46	RECEIVED	[10]	:	80	7E	4B	20	01	03	79	E0	00	1C																																																					
2024-01-02	12:50:58	RECEIVED	[10]	:	80	7E	4B	24	01	03	7A	18	00	1C																																																					
2024-01-02	12:53:45	RECEIVED	[10]	:	80	7E	4B	28	01	03	79	FC	00	1C																																																					
2024-01-02	12:56:10	RECEIVED	[23]	:	80	08	3D	80	01	17	A0	29	00	15	A0	2F	00	04	08	00	C4	00	C3	00	25	00	F4																																								
2024-01-02	13:00:46	RECEIVED	[10]	:	80	7E	4B	2C	01	03	A0	2B	00	04																																																					
2024-01-02	13:00:46	RECEIVED	[15]	:	7E	80	4B	2C	81	03	08	24	01	02	13	04	48	28	02																																																
2024-01-02	13:00:46	RECEIVED	[10]	:	80	7E	4B	30	01	03	79	E0	00	1C																																																					
2024-01-02	13:00:58	RECEIVED	[10]	:	80	7E	4B	34	01	03	7A	34	00	1C																																																					
2024-01-02	13:00:58	RECEIVED	[63]	:	7E	80	4B	34	81	03	38	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF
2024-01-02	13:03:46	RECEIVED	[10]	:	80	7E	4B	38	01	03	79	FC	00	1C																																																					
2024-01-02	13:06:10	RECEIVED	[23]	:	80	08	3D	84	01	17	A0	29	00	15	A0	2F	00	04	08	00	C4	00	C3	00	25	00	F5																																								
2024-01-02	13:06:10	RECEIVED	[49]	:	08	80	3D	84	81	17	2A	05	0A	00	00	24	01	02	13	10	12	28	02	00	C4	00	C3	00	25	00	F5	00	FC	04	F6	00	00	00	00	00	00	00	00	04	F6	00	00	00	00	00	00	00	00														
2024-01-02	13:10:46	RECEIVED	[10]	:	80	7E	4B	3C	01	03	A0	2B	00	04																																																					
2024-01-02	13:10:46	RECEIVED	[15]	:	7E	80	4B	3C	81	03	08	24	01	02	13	14	48	28	02																																																
2024-01-02	13:10:46	RECEIVED	[10]	:	80	7E	4B	40	01	03	79	E0	00	1C																																																					
2024-01-02	13:10:46	RECEIVED	[63]	:	7E	80	4B	40	81	03	38	02	91	01	7B	01	20	04	F6	04	F6	01	7F	00	00	00	00	00	00	00	00	20	00	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	C4	04	F6	04	F6	01	00	00	C6	00	C6	00	C3	00	00	00	00	05	0A
2024-01-02	13:10:58	RECEIVED	[10]	:	80	7E	4B	44	01	03	7A	18	00	1C																																																					
2024-01-02	13:13:46	RECEIVED	[10]	:	80	7E	4B	48	01	03	79	FC	00	1C																																																					
2024-01-02	13:13:50	RECEIVED	[10]	:	80	7E	4B	49	01	03	79	FC	00	1C																																																					
2024-01-02	13:13:50	RECEIVED	[63]	:	7E	80	4B	49	81	03	38	02	8D	01	4F	01	15	04	F6	04	F6	01	5E	00	00	00	00	00	00	00	00	20	00	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	0D	00	65	94
2024-01-02	13:16:10	RECEIVED	[23]	:	80	08	3D	88	01	17	A0	29	00	15	A0	2F	00	04	08	00	C4	00	C3	00	25	00	FC																																								
2024-01-02	13:16:10	RECEIVED	[49]	:	08	80	3D	88	81	17	2A	05	0A	00	00	24	01	02	13	20	12	28	02	00	C4	00	C3	00	25	00	FC	01	00	04	F6	00	00	00	00	00	00	00	00	04	F6	00	00	00	00	00	00	00	00														
2024-01-02	13:20:46	RECEIVED	[10]	:	80	7E	4B	4C	01	03	A0	2B	00	04																																																					
2024-01-02	13:20:46	RECEIVED	[15]	:	7E	80	4B	4C	81	03	08	24	01	02	13	24	48	28	02																																																
2024-01-02	13:20:47	RECEIVED	[10]	:	80	7E	4B	50	01	03	79	E0	00	1C																																																					
2024-01-02	13:20:47	RECEIVED	[63]	:	7E	80	4B	50	81	03	38	02	88	01	3A	01	09	04	F6	04	F6	01	45	00	00	00	00	00	00	00	00	20	00	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	C4	04	F6	04	F6	01	00	00	C6	00	C6	00	C3	00	00	00	00	05	0A
2024-01-02	13:20:58	RECEIVED	[10]	:	80	7E	4B	54	01	03	7A	34	00	1C																																																					
2024-01-02	13:20:58	RECEIVED	[63]	:	7E	80	4B	54	81	03	38	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF
2024-01-02	13:23:46	RECEIVED	[10]	:	80	7E	4B	58	01	03	79	FC	00	1C																																																					
2024-01-02	13:26:09	RECEIVED	[23]	:	80	08	3D	8C	01	17	A0	29	00	15	A0	2F	00	04	08	00	C4	00	C3	00	25	01	00																																								
2024-01-02	13:26:09	RECEIVED	[49]	:	08	80	3D	8C	81	17	2A	05	0A	00	00	24	01	02	13	30	12	28	02	00	C4	00	C3	00	25	01	00	01	00	04	F6	00	00	00	00	00	00	00	00	04	F6	00	00	00	00	00	00	00	00														
2024-01-02	13:30:46	RECEIVED	[10]	:	80	7E	4B	5C	01	03	A0	2B	00	04																																																					
2024-01-02	13:30:46	RECEIVED	[15]	:	7E	80	4B	5C	81	03	08	24	01	02	13	34	48	28	02																																																
2024-01-02	13:30:46	RECEIVED	[10]	:	80	7E	4B	60	01	03	79	E0	00	1C																																																					
2024-01-02	13:30:47	RECEIVED	[63]	:	7E	80	4B	60	81	03	38	02	72	01	09	00	FE	04	F6	04	F6	01	25	00	00	00	00	00	00	00	00	20	00	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	C4	04	F6	04	F6	00	FE	00	C6	00	C6	00	C3	00	00	00	00	05	0A
2024-01-02	13:30:58	RECEIVED	[10]	:	80	7E	4B	64	01	03	7A	18	00	1C																																																					
2024-01-02	13:30:58	RECEIVED	[63]	:	7E	80	4B	64	81	03	38	02	01	4B	08	14	46	4B	0F	14	50	4B	0F	14	50	07	03	00	64	00	09	00	19	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	02	08	27	00	01	7E	21	01
2024-01-02	13:33:46	RECEIVED	[10]	:	80	7E	4B	68	01	03	79	FC	00	1C																																																					
2024-01-02	13:36:09	RECEIVED	[23]	:	80	08	3D	90	01	17	A0	29	00	15	A0	2F	00	04	08	00	C4	00	C3	00	25	01	00																																								
2024-01-02	13:40:46	RECEIVED	[10]	:	80	7E	4B	6C	01	03	A0	2B	00	04																																																					
2024-01-02	13:40:46	RECEIVED	[15]	:	7E	80	4B	6C	81	03	08	24	01	02	13	44	48	28	02																																																
2024-01-02	13:40:47	RECEIVED	[10]	:	80	7E	4B	70	01	03	79	E0	00	1C																																																					
2024-01-02	13:40:47	RECEIVED	[63]	:	7E	80	4B	70	81	03	38	02	69	00	FE	00	F2	04	F6	04	F6	01	09	00	00	00	00	00	00	00	00	20	00	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	C4	04	F6	04	F6	00	FB	00	C6	00	C6	00	C3	00	00	00	00	05	0A
2024-01-02	13:40:58	RECEIVED	[10]	:	80	7E	4B	74	01	03	7A	34	00	1C																																																					
2024-01-02	13:40:58	RECEIVED	[63]	:	7E	80	4B	74	81	03	38	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF
2024-01-02	13:43:46	RECEIVED	[10]	:	80	7E	4B	78	01	03	79	FC	00	1C																																																					
2024-01-02	13:43:50	RECEIVED	[10]	:	80	7E	4B	79	01	03	79	FC	00	1C																																																					
2024-01-02	13:43:50	RECEIVED	[63]	:	7E	80	4B	79	81	03	38	02	65	00	F8	00	EC	04	F6	04	F6	00	FE	00	00	00	00	00	00	00	00	20	00	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	14	08	65	94
2024-01-02	13:46:09	RECEIVED	[23]	:	80	08	3D	94	01	17	A0	29	00	15	A0	2F	00	04	08	00	C4	00	C3	00	25	00	FE																																								
2024-01-02	13:46:09	RECEIVED	[49]	:	08	80	3D	94	81	17	2A	05	0A	00	00	24	01	02	13	50	11	28	02	00	C4	00	C3	00	25	00	FE	00	FB	04	F6	00	00	00	00	00	00	00	00	04	F6	00	00	00	00	00	00	00	00														
2024-01-02	13:50:46	RECEIVED	[10]	:	80	7E	4B	7C	01	03	A0	2B	00	04																																																					
2024-01-02	hh:mm:ss	RECEIVED	[15]	:	7E	80	4B	7C	81	03	08	24	01	02	13	54	48	28	02																																																
2024-01-02	13:50:47	RECEIVED	[10]	:	80	7E	4B	80	01	03	79	E0	00	1C																																																					
2024-01-02	13:50:47	RECEIVED	[63]	:	7E	80	4B	80	81	03	38	02	46	00	F2	00	E6	04	F6	04	F6	00	F8	00	00	00	00	00	00	00	00	20	00	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	C4	04	F6	04	F6	00	F9	00	C6	00	C6	00	C3	00	00	00	00	05	0A
2024-01-02	13:50:58	RECEIVED	[10]	:	80	7E	4B	84	01	03	7A	18	00	1C																																																					
2024-01-02	13:53:46	RECEIVED	[10]	:	80	7E	4B	88	01	03	79	FC	00	1C																																																					
2024-01-02	13:56:10	RECEIVED	[23]	:	80	08	3D	98	01	17	A0	29	00	15	A0	2F	00	04	08	00	C4	00	C3	00	25	00	FB																																								
2024-01-02	14:00:46	RECEIVED	[10]	:	80	7E	4B	8C	01	03	A0	2B	00	04																																																					
2024-01-02	hh:mm:ss	RECEIVED	[15]	:	7E	80	4B	8C	81	03	08	24	01	02	14	04	48	28	02																																																
2024-01-02	14:00:47	RECEIVED	[10]	:	80	7E	4B	90	01	03	79	E0	00	1C																																																					
2024-01-02	14:00:47	RECEIVED	[63]	:	7E	80	4B	90	81	03	38	02	42	00	EC	00	E0	04	F6	04	F6	00	EC	00	00	00	00	00	00	00	00	22	00	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	C4	04	F6	04	F6	00	F7	00	C6	00	C6	00	C3	00	00	00	00	05	0A
2024-01-02	14:00:58	RECEIVED	[10]	:	80	7E	4B	94	01	03	7A	34	00	1C																																																					
2024-01-02	hh:mm:ss	RECEIVED	[63]	:	7E	80	4B	94	81	03	38	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF
2024-01-02	14:03:46	RECEIVED	[10]	:	80	7E	4B	98	01	03	79	FC	00	1C																																																					
2024-01-02	14:06:10	RECEIVED	[23]	:	80	08	3D	9C	01	17	A0	29	00	15	A0	2F	00	04	08	00	C4	00	C3	00	25	00	F9																																								
2024-01-02	14:10:46	RECEIVED	[10]	:	80	7E	4B	9C	01	03	A0	2B	00	04																																																					
2024-01-02	hh:mm:ss	RECEIVED	[15]	:	7E	80	4B	9C	81	03	08	24	01	02	14	14	49	28	02																																																
2024-01-02	14:10:47	RECEIVED	[10]	:	80	7E	4B	A0	01	03	79	E0	00	1C																																																					
2024-01-02	14:10:58	RECEIVED	[10]	:	80	7E	4B	A4	01	03	7A	18	00	1C																																																					
2024-01-02	14:13:45	RECEIVED	[10]	:	80	7E	4B	A8	01	03	79	FC	00	1C																																																					
2024-01-02	hh:mm:ss	RECEIVED	[63]	:	7E	80	4B	A8	81	03	38	02	39	00	E0	00	D9	04	F6	04	F6	00	E0	00	00	00	00	00	00	00	00	22	00	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	1B	0C	65	94
2024-01-02	14:16:10	RECEIVED	[23]	:	80	08	3D	A0	01	17	A0	29	00	15	A0	2F	00	04	08	00	C4	00	C3	00	25	00	F7																																								
2024-01-02	14:20:45	RECEIVED	[10]	:	80	7E	4B	AC	01	03	A0	2B	00	04																																																					
2024-01-02	hh:mm:ss	RECEIVED	[15]	:	7E	80	4B	AC	81	03	08	24	01	02	14	24	48	28	02																																																
2024-01-02	14:20:46	RECEIVED	[10]	:	80	7E	4B	B0	01	03	79	E0	00	1C																																																					
2024-01-02	14:20:46	RECEIVED	[63]	:	7E	80	4B	B0	81	03	38	02	39	00	E0	00	D9	04	F6	04	F6	00	E0	00	00	00	00	00	00	00	00	22	00	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	C4	04	F6	04	F6	00	F4	00	C6	00	C6	00	C3	00	00	00	00	05	0A
2024-01-02	14:20:58	RECEIVED	[10]	:	80	7E	4B	B4	01	03	7A	34	00	1C																																																					
2024-01-02	hh:mm:ss	RECEIVED	[63]	:	7E	80	4B	B4	81	03	38	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF
2024-01-02	14:23:46	RECEIVED	[10]	:	80	7E	4B	B8	01	03	79	FC	00	1C																																																					
2024-01-02	hh:mm:ss	RECEIVED	[63]	:	7E	80	4B	B8	81	03	38	02	39	00	E0	00	D9	04	F6	04	F6	00	D9	00	00	00	00	00	00	00	00	22	00	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	1D	64	65	94
2024-01-02	14:26:10	RECEIVED	[23]	:	80	08	3D	A4	01	17	A0	29	00	15	A0	2F	00	04	08	00	C3	00	C3	00	25	00	F5																																								
2024-01-02	14:30:46	RECEIVED	[15]	:	7E	80	4B	BC	81	03	08	24	01	02	14	34	48	28	02																																																
2024-01-02	14:30:46	RECEIVED	[10]	:	80	7E	4B	C0	01	03	79	E0	00	1C																																																					
2024-01-02	14:30:46	RECEIVED	[63]	:	7E	80	4B	C0	81	03	38	02	24	00	E0	00	D9	04	F6	04	F6	00	D9	00	00	00	00	00	00	00	00	22	00	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	C3	04	F6	04	F6	00	F8	00	C6	00	C6	00	C3	00	00	00	00	05	0A
2024-01-02	14:30:58	RECEIVED	[10]	:	80	7E	4B	C4	01	03	7A	18	00	1C																																																					
2024-01-02	hh:mm:ss	RECEIVED	[63]	:	7E	80	4B	C4	81	03	38	02	01	4B	08	14	46	4B	0F	14	50	4B	0F	14	50	07	03	00	64	00	09	00	19	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	02	08	27	00	01	7E	21	01
2024-01-02	14:33:46	RECEIVED	[10]	:	80	7E	4B	C8	01	03	79	FC	00	1C																																																					
2024-01-02	14:36:09	RECEIVED	[23]	:	80	08	3D	A8	01	17	A0	29	00	15	A0	2F	00	04	08	00	C3	00	C3	00	25	00	F4																																								
2024-01-02	hh:mm:ss	RECEIVED	[49]	:	08	80	3D	A8	81	17	2A	05	0A	00	00	24	01	02	14	40	12	28	02	00	C3	00	C3	00	25	00	F4	00	F8	04	F6	00	00	00	00	00	00	00	00	04	F6	00	00	00	00	00	00	00	00														
2024-01-02	14:40:45	RECEIVED	[10]	:	80	7E	4B	CC	01	03	A0	2B	00	04																																																					
2024-01-02	14:40:45	RECEIVED	[15]	:	7E	80	4B	CC	81	03	08	24	01	02	14	44	48	28	02																																																
2024-01-02	14:40:47	RECEIVED	[10]	:	80	7E	4B	D0	01	03	79	E0	00	1C																																																					
2024-01-02	hh:mm:ss	RECEIVED	[63]	:	7E	80	4B	D0	81	03	38	02	24	00	D9	00	D3	04	F6	04	F6	00	D3	00	00	00	00	00	00	00	00	22	00	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	C3	04	F6	04	F6	00	FD	00	C6	00	C6	00	C3	00	00	00	00	05	0A
2024-01-02	14:40:58	RECEIVED	[10]	:	80	7E	4B	D4	01	03	7A	34	00	1C																																																					
2024-01-02	hh:mm:ss	RECEIVED	[63]	:	7E	80	4B	D4	81	03	38	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF
2024-01-02	14:43:46	RECEIVED	[10]	:	80	7E	4B	D8	01	03	79	FC	00	1C																																																					
2024-01-02	14:46:09	RECEIVED	[23]	:	80	08	3D	AC	01	17	A0	29	00	15	A0	2F	00	04	08	00	C3	00	C3	00	25	00	F8																																								
2024-01-02	14:46:09	RECEIVED	[49]	:	08	80	3D	AC	81	17	2A	05	0A	00	00	24	01	02	14	50	12	28	02	00	C3	00	C3	00	25	00	F8	00	FD	04	F6	00	00	00	00	00	00	00	00	04	F6	00	00	00	00	00	00	00	00														
2024-01-02	14:50:46	RECEIVED	[10]	:	80	7E	4B	DC	01	03	A0	2B	00	04																																																					
2024-01-02	hh:mm:ss	RECEIVED	[15]	:	7E	80	4B	DC	81	03	08	24	01	02	14	54	48	28	02																																																
2024-01-02	14:50:46	RECEIVED	[10]	:	80	7E	4B	E0	01	03	79	E0	00	1C																																																					
2024-01-02	14:50:46	RECEIVED	[63]	:	7E	80	4B	E0	81	03	38	02	24	00	D9	00	D3	04	F6	04	F6	00	D3	00	00	00	00	00	00	00	00	22	00	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	C3	04	F6	04	F6	00	FF	00	C6	00	C6	00	C3	00	00	00	00	05	0A
2024-01-02	14:50:58	RECEIVED	[10]	:	80	7E	4B	E4	01	03	7A	18	00	1C																																																					
2024-01-02	14:53:46	RECEIVED	[10]	:	80	7E	4B	E8	01	03	79	FC	00	1C																																																					
2024-01-02	14:56:09	RECEIVED	[23]	:	80	08	3D	B0	01	17	A0	29	00	15	A0	2F	00	04	08	00	C2	00	C3	00	25	00	FD																																								
2024-01-02	hh:mm:ss	RECEIVED	[49]	:	08	80	3D	B0	81	17	2A	05	0A	00	00	24	01	02	15	00	12	28	02	00	C2	00	C3	00	25	00	FD	00	FF	04	F6	00	00	00	00	00	00	00	00	04	F6	00	00	00	00	00	00	00	00														
2024-01-02	15:00:46	RECEIVED	[10]	:	80	7E	4B	EC	01	03	A0	2B	00	04																																																					
2024-01-02	hh:mm:ss	RECEIVED	[15]	:	7E	80	4B	EC	81	03	08	24	01	02	15	04	48	28	02																																																
2024-01-02	15:00:46	RECEIVED	[10]	:	80	7E	4B	F0	01	03	79	E0	00	1C																																																					
2024-01-02	15:00:58	RECEIVED	[10]	:	80	7E	4B	F4	01	03	7A	34	00	1C																																																					
2024-01-02	hh:mm:ss	RECEIVED	[63]	:	7E	80	4B	F4	81	03	38	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF
2024-01-02	15:03:46	RECEIVED	[10]	:	80	7E	4B	F8	01	03	79	FC	00	1C																																																					
2024-01-02	15:03:50	RECEIVED	[10]	:	80	7E	4B	F9	01	03	79	FC	00	1C																																																					
2024-01-02	15:06:09	RECEIVED	[23]	:	80	08	3D	B4	01	17	A0	29	00	15	A0	2F	00	04	08	00	C2	00	C3	00	25	00	FF																																								
2024-01-02	15:10:46	RECEIVED	[10]	:	80	7E	4B	FC	01	03	A0	2B	00	04																																																					
2024-01-02	hh:mm:ss	RECEIVED	[15]	:	7E	80	4B	FC	81	03	08	24	01	02	15	14	48	28	02																																																
2024-01-02	15:10:47	RECEIVED	[10]	:	80	7E	4B	00	01	03	79	E0	00	1C																																																					
2024-01-02	hh:mm:ss	RECEIVED	[63]	:	7E	80	4B	00	81	03	38	02	1F	01	04	01	09	04	F6	04	F6	00	F8	04	D9	00	00	00	04	00	00	22	A1	00	11	00	00	00	00	00	00	00	00	00	00	00	00	00	C2	04	F6	04	F6	01	0B	00	C6	00	C6	00	C3	00	00	00	00	05	0A
